,PID,GENDER,TITLE,CATEGORY,NEW_TAG,file_loc,rem_img,season
424,Men-cas247,Men,그래픽 패턴 포인트,casual,"['그래픽', '레이어드룩', '핀턱', '벌룬핏', '가을', '캐주얼', '반스', '트릴리온', '나이스고스트클럽', '비슬로우', '애니타임로릭', '캔버스', '단화', '니트', '스웨터', '블루종', 'MA-1', '코튼', '팬츠', '캡', '야구', '모자', '메신저', '크로스', '백', '후드', '티셔츠', '']",fashion_dataset/casual/casual_Men_247.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_247.png,가을
425,Men-cas248,Men,꾸안꾸 코디,casual,"['컬러블록', '로고플레이', '워싱', '핀턱', '벨루어', '꾸안꾸', '레터링', '가을', '캐주얼', '트릴리온', '엠엠엘지', '엄브로', '수아레', '사파리', '헌팅', '재킷', '토트백', '데님', '팬츠', '기타', '스니커즈', '니트', '스웨터', '후드', '티셔츠', '']",fashion_dataset/casual/casual_Men_248.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_248.png,가을
426,Men-cas249,Men,컬러 포인트,casual,"['퍼', '컬러포인트', '가을', '캐주얼', '벤', '데이비스', '에이지', '플랙', '노드', '아카이브', '널디', '숄더백', '러닝화', '데님', '팬츠', '니트', '스웨터', '무스탕', '퍼', '']",fashion_dataset/casual/casual_Men_249.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_249.png,가을
427,Men-cas250,Men,믹스 매치 하기,casual,"['셋업코디', '그래픽', '편안한', '원마일웨어', '믹스매치', '얼죽코', '아가일', '스티치', '가을', '캐주얼', '엠엠엘지', '뉴발란스', '티엔지티', '알에스씨', '캡', '야구', '모자', '기타', '스니커즈', '겨울', '기타', '코트', '트레이닝', '조거', '팬츠', '후드', '티셔츠', '']",fashion_dataset/casual/casual_Men_250.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_250.png,가을
428,Men-cas251,Men,개성 있어,casual,"['로고플레이', '퍼', '리버서블', '스트라이프', '키높이', '화사한', '컬러포인트', '가을', '캐주얼', '브랜디드', '파인드카푸어', '엠엠엘지', '로드', '널디', '데님', '팬츠', '메신저', '크로스', '백', '니트', '스웨터', '캔버스', '단화', '플리스', '뽀글이', '']",fashion_dataset/casual/casual_Men_251.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_251.png,가을
429,Men-cas252,Men,멋스러운 룩,casual,"['오버핏', '워싱', '가을', '캐주얼', '에러스익셉티드', '디더블유에스', '컴퍼니', '데꼬로소', '엄브로', '데님', '팬츠', '부츠', '니트', '스웨터', '블루종', 'MA-1', '']",fashion_dataset/casual/casual_Men_252.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_252.png,가을
430,Men-cas253,Men,더플코트의 매력,casual,"['워싱', '남친룩', '얼죽코', '가을', '캐주얼', '발렌티노', '루디', '피스워커', '디더블유에스', '컴퍼니', '엠엠지엘', '로드', '존', '그레이', '쿼츠', '아날로그', '데님', '팬츠', '부츠', '겨울', '기타', '코트', '니트', '스웨터', '메신저', '크로스', '백', '']",fashion_dataset/casual/casual_Men_253.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_253.png,가을
431,Men-cas254,Men,캠퍼스 멋쟁이,casual,"['찢청', '워싱', '캠퍼스', '퀼팅', '컬러블록', '로고플레이', '가을', '캐주얼', '1993스튜디오', '뉴발란스', '브랜디드', '골스튜디오', '백엔포스', '패슬', '후드', '티셔츠', '백팩', '데님', '팬츠', '캔버스', '단화', '스타디움', '재킷', '비니', '']",fashion_dataset/casual/casual_Men_254.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_254.png,가을
432,Men-cas255,Men,편안함이 달라,casual,"['레이어드룩', '스트라이프', '컬러블록', '카고', '편안한', '가을', '캐주얼', '예스아이씨', '스누지', '후톤', '에프씨엠엠', '엘리오티', '디더블유에스', '컴퍼니', '이피디벨롭', '엄브로', '베스트', '양말', '숏패딩', '숏헤비', '아우터', '트레이닝', '조거', '팬츠', '캡', '야구', '모자', '백팩', '후드', '티셔츠', '기타', '스니커즈', '']",fashion_dataset/casual/casual_Men_255.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_255.png,가을
433,Men-cas256,Men,시티보이 룩 연출,casual,"['프레피룩', '캠퍼스', '믹스매치', '컬러포인트', '컬러블록', '가을', '캐주얼', '매너그램', '라퍼지스토어', '알디브이제트', '맨인정글', '뉴발란스', '지제뮤지엄', '큐클리프', '넥타이', '겨울', '기타', '코트', '니트', '스웨터', '기타', '스니커즈', '셔츠', '블라우스', '백팩', '']",fashion_dataset/casual/casual_Men_256.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_256.png,가을
434,Men-cas257,Men,귀여운 프레피 룩,casual,"['스트라이프', '믹스매치', '심볼', '프레피룩', '캠퍼스', '레터링', '코듀로이', '핀턱', '레이어드룩', '가을', '캐주얼', '탠디', '매너그램', '피렌체', '아뜨리에', '엠엘비', '티엔지티', '코닥', '고스트릿', '그리너리', '크리드', '데이워커', '기타', '시계', '반려동물용품', '넥타이', '구두', '모카신', '보트', '슈즈', '니트', '스웨터', '메신저', '크로스', '백', '코튼', '팬츠', '셔츠', '블라우스', '안경', '']",fashion_dataset/casual/casual_Men_257.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_257.png,가을
435,Men-cas258,Men,편하게 완성,casual,"['모노톤', '오버핏', '원마일웨어', '편안한', '셋업코디', '핀턱', '가을', '캐주얼', '무신사', '스탠다드', '어라운드투비', '뉴발란스', '긴소매', '티셔츠', '비니', '메신저', '크로스', '백', '맨투맨', '스웨트셔츠', '트레이닝', '조거', '팬츠', '블루종', 'MA-1', '기타', '스니커즈', '']",fashion_dataset/casual/casual_Men_258.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_258.png,가을
436,Men-cas259,Men,힙해 보여,casual,"['맥시', '원마일웨어', '편안한', '모노톤', '셋업코디', '믹스매치', '레이어드룩', '얼죽코', '핀턱', '가을', '캐주얼', '무신사', '스탠다드', '아식스', '비니', '패션스니커즈화', '겨울', '싱글', '코트', '카디건', '맨투맨', '스웨트셔츠', '트레이닝', '조거', '팬츠', '']",fashion_dataset/casual/casual_Men_259.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_259.png,가을
437,Men-cas260,Men,머플러 포인트,casual,"['컬러포인트', '와이드핏', '꾸안꾸', '화사한', '가을', '캐주얼', '무신사', '스탠다드', '이피티', '머플러', '니트', '스웨터', '트러커', '재킷', '데님', '팬츠', '캔버스', '단화', '']",fashion_dataset/casual/casual_Men_260.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_260.png,가을
438,Men-cas261,Men,믹스매치가 좋아,casual,"['맥시', '모노톤', '편안한', '원마일웨어', '믹스매치', '셋업코디', '얼죽코', '가을', '캐주얼', '무신사', '스탠다드', '언다이드룸', '긴소매', '티셔츠', '캡', '야구', '모자', '캔버스', '단화', '겨울', '싱글', '코트', '맨투맨', '스웨트셔츠', '트레이닝', '조거', '팬츠', '']",fashion_dataset/casual/casual_Men_261.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_261.png,가을
439,Men-cas262,Men,독보적인 분위기,casual,"['레더', '와이드핏', '그래픽', '유니크', '가을', '캐주얼', '무신사', '스탠다드', '쿼르코어', '디더블유에스', '컴퍼니', '가터갤러리', '비슬로우', '애니타임로릭', '위캔더스', '테네르', '셔츠', '블라우스', '반소매', '티셔츠', '목걸이', '펜던트', '부츠', '비니', '메신저', '크로스', '백', '레더', '라이더스', '재킷', '데님', '팬츠', '후드', '집업', '']",fashion_dataset/casual/casual_Men_262.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_262.png,가을
440,Men-cas263,Men,화사한 데일리 룩,casual,"['화사한', '컬러포인트', '남친룩', '레터링', '가을', '캐주얼', '어라운드투비', '프레리', '이티씨이', '프레드페리', '그리너리', '크리드', '레드맨션', '비헤비어', '더파트오브', '토트백', '니트', '스웨터', '비니', '캔버스', '단화', '셔츠', '블라우스', '코튼', '팬츠', '스타디움', '재킷', '목걸이', '펜던트', '']",fashion_dataset/casual/casual_Men_263.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_263.png,가을
441,Men-cas264,Men,훈훈 남친 룩,casual,"['컬러블록', '크롭', '래글런', '캠퍼스', '로고플레이', '가을', '캐주얼', '쿠나썬', '베지터블테이블', '디스이즈네버댓', '애니타임로릭', '플림스', '아워웨이브', '목걸이', '펜던트', '캡', '야구', '모자', '백팩', '코튼', '팬츠', '패션스니커즈화', '블루종', 'MA-1', '긴소매', '티셔츠', '']",fashion_dataset/casual/casual_Men_264.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_264.png,가을
442,Men-cas265,Men,따라 입고 싶은,casual,"['레더', '레이어드룩', '카고', '컬러블록', '가을', '캐주얼', '베이스클레프', '바운트', '디스이즈네버댓', '프리즘웍스', '최자로드', '애니타임로릭', '해브오프듀티', '카우츠', '바스틱', '브로치', '배지', '목걸이', '펜던트', '보스턴', '드럼', '더플백', '코튼', '팬츠', '키친', '레더', '라이더스', '재킷', '셔츠', '블라우스', '패션스니커즈화', '니트', '스웨터', '']",fashion_dataset/casual/casual_Men_265.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_265.png,가을
443,Men-cas266,Men,멋스러운 레이어드,casual,"['청청패션', '레이어드룩', '레더', '워싱', '와이드핏', '가을', '캐주얼', '런디에스', '시도', '비슬로우', '애니타임로릭', '백엔포스', '그리너리', '크리드', '커스텀에이드', '키링', '키케이스', '레더', '라이더스', '재킷', '메신저', '크로스', '백', '후드', '티셔츠', '데님', '팬츠', '셔츠', '블라우스', '부츠', '']",fashion_dataset/casual/casual_Men_266.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_266.png,가을
444,Men-cas267,Men,초겨울 스타일링,casual,"['그래픽', '레이어드룩', '가을', '캐주얼', '무신사', '스탠다드', '글로리아덴', '반', '최자로드', '노드', '아카이브', '위캔더스', '언다이드룸', '숏패딩', '숏헤비', '아우터', '버킷', '사파리햇', '양말', '목걸이', '펜던트', '토트백', '반소매', '티셔츠', '니트', '스웨터', '데님', '팬츠', '캔버스', '단화', '']",fashion_dataset/casual/casual_Men_267.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_267.png,가을
445,Men-cas268,Men,화사한 컬러 조합,casual,"['레이어드룩', '스트라이프', '화사한', '컬러포인트', '키높이', '코듀로이', '가을', '캐주얼', '쿠나썬', '골스튜디오', '플랙', '뉴발란스', '고스트릿', '지제뮤지엄', '목걸이', '펜던트', '캡', '야구', '모자', '니트', '스웨터', '코튼', '팬츠', '기타', '스니커즈', '기타', '아우터', '셔츠', '블라우스', '']",fashion_dataset/casual/casual_Men_268.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_268.png,가을
446,Men-cas269,Men,꾸안꾸 데일리 룩,casual,"['코듀로이', '핀턱', '와이드핏', '꾸안꾸', '레터링', '컬러블록', '가을', '캐주얼', '무신사', '스탠다드', '엘리오티', '최자로드', '플림스', '곤니치와봉쥬르', '벗딥', '숏패딩', '숏헤비', '아우터', '버킷', '사파리햇', '양말', '캡', '야구', '모자', '맨투맨', '스웨트셔츠', '캔버스', '단화', '코튼', '팬츠', '메신저', '크로스', '백', '']",fashion_dataset/casual/casual_Men_269.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_269.png,가을
447,Men-cas270,Men,매일 입고 싶어,casual,"['워싱', '컬러블록', '체크', '와이드핏', '크롭', '캠퍼스', '꾸안꾸', '가을', '캐주얼', '무신사', '스탠다드', '써드위브', '세크메트', '파브레가', '에잇세컨즈', '플림스', '아워웨이브', '반소매', '티셔츠', '긴소매', '티셔츠', '메신저', '크로스', '백', '목걸이', '펜던트', '데님', '팬츠', '카디건', '패션스니커즈화', '블루종', 'MA-1', '']",fashion_dataset/casual/casual_Men_270.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_270.png,가을
448,Men-cas271,Men,꾸민 듯 안 꾸민 듯,casual,"['셋업코디', '심볼', '레더', '꾸안꾸', '스티치', '컬러블록', '가을', '캐주얼', '플레이스', '스튜디오', '쿠나썬', '필루미네이트', '이피티', '슬로우애시드', '레더', '라이더스', '재킷', '반지', '후드', '티셔츠', '트레이닝', '조거', '팬츠', '캔버스', '단화', '캡', '야구', '모자', '']",fashion_dataset/casual/casual_Men_271.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_271.png,가을
449,Men-cas272,Men,가벼운 청청 코디,casual,"['청청패션', '컬러포인트', '핀턱', '캠퍼스', '가을', '캐주얼', '미니포커스', '디아도라', '프리즘웍스', '로드', '존', '그레이', '팔레트온', '디더블유에스', '컴퍼니', '고스트릿', '쿼츠', '아날로그', '패션스니커즈화', '셔츠', '블라우스', '스타디움', '재킷', '안경', '메신저', '크로스', '백', '데님', '팬츠', '']",fashion_dataset/casual/casual_Men_272.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_272.png,가을
450,Men-cas273,Men,키치한 무드,casual,"['모노톤', '스티치', '캠퍼스', '컬러포인트', '심볼', '카고', '워싱', '오버핏', '가을', '캐주얼', '반스', '오엑스', '스튜디오', '로맨틱크라운', '필루미네이트', '코닥', '패슬', '스쿠도', '캔버스', '단화', '셔츠', '블라우스', '데님', '팬츠', '반소매', '티셔츠', '메신저', '크로스', '백', '스타디움', '재킷', '목걸이', '펜던트', '']",fashion_dataset/casual/casual_Men_273.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_273.png,가을
451,Men-cas274,Men,오버 핏이 좋아,casual,"['레이어드룩', '파스텔', '벌룬핏', '꾸안꾸', '플라워', '절개', '스티치', '컬러블록', '가을', '캐주얼', '필루미네이트', '코닥', '쿠어', '이피티', '오파츠', '레드맨션', '맨투맨', '스웨트셔츠', '메신저', '크로스', '백', '셔츠', '블라우스', '캔버스', '단화', '코튼', '팬츠', '']",fashion_dataset/casual/casual_Men_274.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_274.png,가을
452,Men-cas275,Men,캠핑 코디!,casual,"['그래픽', '체크', '레이어드룩', '링거티', '편안한', '캠퍼스', '가을', '캐주얼', '반스', '카비시', '뉴발란스', '프리즘웍스', '이벳필드', '크루치', '플라스틱프로덕트', '캔버스', '단화', '트레이닝', '조거', '팬츠', '백팩', '사파리', '헌팅', '재킷', '비니', '긴소매', '티셔츠', '']",fashion_dataset/casual/casual_Men_275.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_275.png,가을
453,Men-cas276,Men,꾸안꾸 스타일,casual,"['워싱', '절개', '스티치', '와이드핏', '키높이', '꾸안꾸', '레터링', '가을', '캐주얼', '무신사', '스탠다드', '엠엘비', '1993스튜디오', '프리즘웍스', '가터갤러리', '꼼파뇨', '어넌', '반소매', '티셔츠', '긴소매', '티셔츠', '기타', '스니커즈', '기타', '상의', '사파리', '헌팅', '재킷', '캡', '야구', '모자', '데님', '팬츠', '백팩', '']",fashion_dataset/casual/casual_Men_276.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_276.png,가을
454,Men-cas277,Men,깔끔한 조합,casual,"['오버핏', '와이드핏', '스티치', '로고플레이', '캠퍼스', '가을', '캐주얼', '르마드', '엠엘비', '골스튜디오', '플라스틱프로덕트', '비헤비어', '니트', '스웨터', '백팩', '캔버스', '단화', '코튼', '팬츠', '스타디움', '재킷', '']",fashion_dataset/casual/casual_Men_277.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_277.png,가을
455,Men-cas278,Men,가을 데일리 룩,casual,"['컬러블록', '그래픽', '뉴트럴톤', '스티치', '로고플레이', '와이드핏', '가을', '캐주얼', '엠엘비', '낫포너드', '프리즘웍스', '애니타임로릭', '골스튜디오', '메신저', '크로스', '백', '맨투맨', '스웨트셔츠', '스타디움', '재킷', '코튼', '팬츠', '캔버스', '단화', '']",fashion_dataset/casual/casual_Men_278.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_278.png,가을
456,Men-cas279,Men,그러데이션 포인트,casual,"['그라데이션', '카고', '환절기', '웨스턴', '뉴트럴톤', '가을', '캐주얼', '패슬', '피델리티', '올투스', '바스터즈', '플림스', '시디스콤마', '플라스틱프로덕트', '벗딥', '비니', '벨트', '코튼', '팬츠', '패션스니커즈화', '니트', '스웨터', '기타', '아우터', '메신저', '크로스', '백', '']",fashion_dataset/casual/casual_Men_279.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_279.png,가을
457,Men-cas280,Men,세련된 룩,casual,"['퀼팅', '레이어드룩', '핀턱', '가을', '캐주얼', '언더컨트롤', '굿라이프웍스', '247시리즈', '고스트릿', '비에스큐티바이클래시', '벗딥', '오드닷', '비니', '코튼', '팬츠', '카디건', '패딩', '베스트', '구두', '모카신', '보트', '슈즈', '메신저', '크로스', '백', '니트', '스웨터', '']",fashion_dataset/casual/casual_Men_280.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_280.png,가을
458,Men-cas281,Men,꾸안꾸 룩,casual,"['루즈핏', '꾸안꾸', '카고', '키높이', '가을', '캐주얼', '굿라이프웍스', '두마로', '라퍼지스토어', '엠엘비', '인터섹션', '코튼', '팬츠', '캡', '야구', '모자', '']",fashion_dataset/casual/casual_Men_281.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_281.png,가을
459,Men-cas282,Men,편하게 스타일링,casual,"['스트라이프', '퀼팅', '오버핏', '컬러블록', '가을', '캐주얼', '반스', '클래티지', '르마드', '닥스', '남성', '액세서리', '올투스', '바스터즈', '카고브로스', '반소매', '티셔츠', '긴소매', '티셔츠', '구두', '니트', '스웨터', '메신저', '크로스', '백', '숏패딩', '숏헤비', '아우터', '코튼', '팬츠', '']",fashion_dataset/casual/casual_Men_282.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_282.png,가을
460,Men-cas283,Men,오버 핏으로 완성,casual,"['스티치', '레터링', '벌룬핏', '가을', '캐주얼', '반스', '예스아이씨', '브아빗', '오파츠', '코닥', '레드맨션', '캔버스', '단화', '트러커', '재킷', '베스트', '셔츠', '블라우스', '메신저', '크로스', '백', '코튼', '팬츠', '']",fashion_dataset/casual/casual_Men_283.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_283.png,가을
461,Men-cas284,Men,따뜻하게 멋 내기,casual,"['체크', '레이어드룩', '모노톤', '가을', '캐주얼', '슬리피슬립', '쿠어', '반스', '토피', '제너', '테네르', '트루퍼', '겨울', '싱글', '코트', '캔버스', '단화', '후드', '집업', '트레이닝', '조거', '팬츠', '토트백', '셔츠', '블라우스', '']",fashion_dataset/casual/casual_Men_284.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_284.png,가을
462,Men-cas285,Men,더플코트 코디,casual,"['레터링', '심볼', '캠퍼스', '영캐주얼', '가을', '캐주얼', '볼츠', '메인부스', '매너그램', '캐치볼', '슬로우애시드', '이티씨이', '브리프케이스', '겨울', '기타', '코트', '코튼', '팬츠', '캔버스', '단화', '후드', '티셔츠', '캡', '야구', '모자', '']",fashion_dataset/casual/casual_Men_285.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_285.png,가을
463,Men-cas286,Men,핑크 포인트,casual,"['컬러포인트', '루즈핏', '가을', '캐주얼', '벤', '데이비스', '엘리오티', '클래티지', '하프크라이즈', '레이아웃', '레드맨션', '오드닷', '숄더백', '버킷', '사파리햇', '구두', '모카신', '보트', '슈즈', '니트', '스웨터', '코튼', '팬츠', '겨울', '싱글', '코트', '']",fashion_dataset/casual/casual_Men_286.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_286.png,가을
464,Men-cas287,Men,팬츠 포인트,casual,"['컬러포인트', '오버핏', '로고플레이', '가을', '캐주얼', '아식스', '트래블', '헌터', '백엔포스', '패슬', '패션스니커즈화', '트레이닝', '조거', '팬츠', '토트백', '후드', '티셔츠', '스타디움', '재킷', '']",fashion_dataset/casual/casual_Men_287.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_287.png,가을
465,Men-cas288,Men,데일리하게,casual,"['체크', '와이드핏', '핀턱', '환절기', '캠퍼스', '가을', '캐주얼', '미니포커스', '세인트페인', '이피티', '라퍼지스토어', '키뮤어', '디스이즈네버댓', '올투스', '바스터즈', '쿼츠', '아날로그', '셔츠', '블라우스', '기타', '스니커즈', '니트', '스웨터', '백팩', '']",fashion_dataset/casual/casual_Men_288.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_288.png,가을
466,Men-cas289,Men,화사한 포인트,casual,"['컬러포인트', '파스텔', '절개', '빈티지', '워싱', '환절기', '화사한', '가을', '캐주얼', '비에프엘', '디아도라', '인터섹션', '그레고리', '코너그린', '넥스트도어립스', '디지털', '캔버스', '단화', '니트', '스웨터', '백팩', '기타', '아우터', '레인코트', '데님', '팬츠', '']",fashion_dataset/casual/casual_Men_289.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_289.png,가을
467,Men-cas290,Men,환절기 캠퍼스 룩,casual,"['와이드핏', '워싱', '대미지', '컬러블록', '로고플레이', '스트라이프', '자수', '캠퍼스', '가을', '캐주얼', '글로리아덴', '와릿이즌', '뉴발란스', '에노우', '프레리', '필로그램', '아디다스', '슬로우애시드', '목걸이', '펜던트', '백팩', '후드', '집업', '니트', '스웨터', '데님', '팬츠', '패션스니커즈화', '캡', '야구', '모자', '']",fashion_dataset/casual/casual_Men_290.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_290.png,가을
468,Men-cas291,Men,원 마일 웨어,casual,"['스트라이프', '컬러포인트', '컬러블록', '키높이', '자수', '그래픽', '원마일웨어', '가을', '캐주얼', '어넌', '아디다스', '엠엘비', '이티씨이', '맥우드건', '목걸이', '펜던트', '트레이닝', '조거', '팬츠', '맨투맨', '스웨트셔츠', '캡', '야구', '모자', '스타디움', '재킷', '']",fashion_dataset/casual/casual_Men_291.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_291.png,가을
469,Men-cas292,Men,레드 포인트!,casual,"['컬러포인트', '레터링', '카고', '가을', '캐주얼', '어넌', '볼컴', '라퍼지스토어', '인템포무드', '살로몬', '스포츠스타일', '이티씨이', '목걸이', '펜던트', '백팩', '니트', '스웨터', '기타', '스니커즈', '트러커', '재킷', '브로치', '배지', '']",fashion_dataset/casual/casual_Men_292.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_292.png,가을
470,Men-cas293,Men,힙한 비 코디,casual,"['레이어드룩', '그래픽', '카고', '비', '와이드핏', '가을', '캐주얼', '헌터', '무신사', '스탠다드', '세븐셀라', '코너그린', '에스피오나지', '마하그리드', '이티씨이', '부츠', '우산', '숏', '팬츠', '나일론', '코치', '재킷', '긴소매', '티셔츠', '캡', '야구', '모자', '']",fashion_dataset/casual/casual_Men_293.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_293.png,가을
471,Men-cas294,Men,소년미 가득,casual,"['믹스매치', '와이드핏', '가을', '캐주얼', '무신사', '스탠다드', '매너그램', '와이케이', '이에스엔', '퀄팩', '이피티', '반소매', '티셔츠', '셔츠', '블라우스', '넥타이', '슈트', '팬츠', '슬랙스', '메신저', '크로스', '백', '캔버스', '단화', '']",fashion_dataset/casual/casual_Men_294.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_294.png,가을
472,Men-cas295,Men,트렌디한 레이어드,casual,"['스티치', '체크', '레이어드룩', '와이드핏', '가을', '캐주얼', '넌블랭크', '라퍼', '다이아몬드', '레이라', '디아도라', '인템포무드', '셔츠', '블라우스', '트러커', '재킷', '맨투맨', '스웨트셔츠', '캔버스', '단화', '데님', '팬츠', '']",fashion_dataset/casual/casual_Men_295.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_295.png,가을
473,Men-cas296,Men,비가 와도 멋지게!,casual,"['카고', '비', '와펜', '가을', '캐주얼', '와이케이', '파라체이스', '헌터', '코너그린', '네이머클로딩', '기타', '바지', '우산', '부츠', '기타', '아우터', '레인코트', '맨투맨', '스웨트셔츠', '']",fashion_dataset/casual/casual_Men_296.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_296.png,가을
474,Men-cas297,Men,돋보이는 컬러,casual,"['환절기', '뉴트럴톤', '컬러포인트', '가을', '캐주얼', '멜란지', '마스터', '캐치볼', '뮐', '어라운드투비', '파나컬트', '후드', '집업', '기타', '시계', '비니', '캔버스', '단화', '코튼', '팬츠', '메신저', '크로스', '백', '맨투맨', '스웨트셔츠', '']",fashion_dataset/casual/casual_Men_297.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_297.png,가을
475,Men-cas298,Men,원 마일 웨어 룩,casual,"['편안한', '모노톤', '컬러블록', '플렉스', '환절기', '가을', '캐주얼', '다이아몬드', '레이라', '멜란지', '마스터', '라이프', '아카이브', '피스오브마인드', '헌터', '긴소매', '티셔츠', '후드', '집업', '기타', '시계', '비니', '버킷', '사파리햇', '트레이닝', '조거', '팬츠', '메신저', '크로스', '백', '']",fashion_dataset/casual/casual_Men_298.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_298.png,가을
476,Men-cas299,Men,편한데 힙해,casual,"['환절기', '카고', '플렉스', '모노톤', '가을', '캐주얼', '그레고리', '멜란지', '마스터', '카비시', '맥우드건', '메신저', '크로스', '백', '후드', '집업', '기타', '시계', '비니', '후드', '티셔츠', '트레이닝', '조거', '팬츠', '']",fashion_dataset/casual/casual_Men_299.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_299.png,가을
477,Men-cas300,Men,색다른 조합,casual,"['레이어드룩', '스티치', '오버핏', '환절기', '가을', '캐주얼', '무신사', '스탠다드', '멜란지', '마스터', '제로', '크림소다랩', '엔에프엘', '오와이', '반소매', '티셔츠', '셔츠', '블라우스', '후드', '집업', '기타', '시계', '비니', '베스트', '데님', '팬츠', '기타', '스니커즈', '메신저', '크로스', '백', '']",fashion_dataset/casual/casual_Men_300.jpg,fashion_dataset_bgrem/casual/bgrem_casual_Men_300.png,가을
478,Men-dan001,Men,블루 포인트,dandy,"['댄디', '봄', '글로리아덴', '긴소매', '티셔츠', '데님', '팬츠', '메신저', '크로스', '백', '반지', '부츠', '스튜디오', '칸틴', '앤드로스', '엘무드', '코드그라피', '킨치', '환절기', '코트', '컬러포인트', '레더', '워싱', '유니크', '']",fashion_dataset/dandy/dandy_Men_001.jpg,fashion_dataset_bgrem/dandy/bgrem_dandy_Men_001.png,봄
479,Men-dan002,Men,간결한 실루엣,dandy,"['댄디', '봄', '겨울', '싱글', '코트', '구두', '논픽', '니트', '스웨터', '메신저', '크로스', '백', '슈트', '팬츠', '슬랙스', '안경', '야세', '어나더', '오피스', '챈세스노이', '코드그라피', '효지노리코', '오버핏', '미니멀', '데이트', '']",fashion_dataset/dandy/dandy_Men_002.jpg,fashion_dataset_bgrem/dandy/bgrem_dandy_Men_002.png,봄
480,Men-dan003,Men,레더 활용법,dandy,"['댄디', '봄', '구두', '니트', '스웨터', '닥스', '남성', '액세서리', '디아뎀', '레더', '라이더스', '재킷', '레인디어', '메신저', '크로스', '백', '슈트', '팬츠', '슬랙스', '야세', '쟈니웨스트', '팔찌', '효지노리코', '레더', '모노톤', '로고플레이', '']",fashion_dataset/dandy/dandy_Men_003.jpg,fashion_dataset_bgrem/dandy/bgrem_dandy_Men_003.png,봄
481,Men-dan004,Men,누구나 좋아해,dandy,"['댄디', '봄', '더블유엠씨', '마즈', '메신저', '크로스', '백', '반지', '셔츠', '블라우스', '슈트', '블레이저', '재킷', '우알롱', '일꼬르소', '커버낫', '코튼', '팬츠', '클라시코', '팔찌', '패션스니커즈화', '와이드핏', '핀턱', '데이트', '']",fashion_dataset/dandy/dandy_Men_004.jpg,fashion_dataset_bgrem/dandy/bgrem_dandy_Men_004.png,봄
