,Unnamed: 0,PID,GENDER,TITLE,CATEGORY,TAG,LINK,file_loc
436,436,Men-cas259,Men,힙해 보여,casual,"['맥시', '원마일웨어', '편안한', '모노톤', '셋업코디', '믹스매치', '레이어드룩', '얼죽코', '핀턱', '가을', '캐주얼', '무신사 스탠다드', '아식스', '비니', '패션스니커즈화', '겨울 싱글 코트', '카디건', '맨투맨/스웨트셔츠', '트레이닝/조거 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022101810342800000013926.jpg,fashion_dataset/casual/casual_Men_259.jpg
437,437,Men-cas260,Men,머플러 포인트,casual,"['컬러포인트', '와이드핏', '꾸안꾸', '화사한', '가을', '캐주얼', '무신사 스탠다드', '이피티', '머플러', '니트/스웨터', '트러커 재킷', '데님 팬츠', '캔버스/단화']",https://image.msscdn.net/images/style/list/l_3_2022101810201200000090602.jpg,fashion_dataset/casual/casual_Men_260.jpg
438,438,Men-cas261,Men,믹스매치가 좋아,casual,"['맥시', '모노톤', '편안한', '원마일웨어', '믹스매치', '셋업코디', '얼죽코', '가을', '캐주얼', '무신사 스탠다드', '언다이드룸', '긴소매 티셔츠', '캡/야구 모자', '캔버스/단화', '겨울 싱글 코트', '맨투맨/스웨트셔츠', '트레이닝/조거 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022101810112900000051671.jpg,fashion_dataset/casual/casual_Men_261.jpg
439,439,Men-cas262,Men,독보적인 분위기,casual,"['레더', '와이드핏', '그래픽', '유니크', '가을', '캐주얼', '무신사 스탠다드', '쿼르코어', '디더블유에스 컴퍼니', '가터갤러리', '비슬로우', '애니타임로릭', '위캔더스', '테네르', '셔츠/블라우스', '반소매 티셔츠', '목걸이/펜던트', '부츠', '비니', '메신저/크로스 백', '레더/라이더스 재킷', '데님 팬츠', '후드 집업']",https://image.msscdn.net/images/style/list/l_3_2022101315284900000015320.jpg,fashion_dataset/casual/casual_Men_262.jpg
440,440,Men-cas263,Men,화사한 데일리 룩,casual,"['화사한', '컬러포인트', '남친룩', '레터링', '가을', '캐주얼', '어라운드투비', '프레리', '이티씨이', '프레드페리', '그리너리 크리드', '레드맨션', '비헤비어', '더파트오브', '토트백', '니트/스웨터', '비니', '캔버스/단화', '셔츠/블라우스', '코튼 팬츠', '스타디움 재킷', '목걸이/펜던트']",https://image.msscdn.net/images/style/list/l_3_2022101315215200000084870.jpg,fashion_dataset/casual/casual_Men_263.jpg
441,441,Men-cas264,Men,훈훈 남친 룩,casual,"['컬러블록', '크롭', '래글런', '캠퍼스', '로고플레이', '가을', '캐주얼', '쿠나썬', '베지터블테이블', '디스이즈네버댓', '애니타임로릭', '플림스', '아워웨이브', '목걸이/펜던트', '캡/야구 모자', '백팩', '코튼 팬츠', '패션스니커즈화', '블루종/MA-1', '긴소매 티셔츠']",https://image.msscdn.net/images/style/list/l_3_2022101315131300000092247.jpg,fashion_dataset/casual/casual_Men_264.jpg
442,442,Men-cas265,Men,따라 입고 싶은,casual,"['레더', '레이어드룩', '카고', '컬러블록', '가을', '캐주얼', '베이스클레프', '바운트', '디스이즈네버댓', '프리즘웍스', '최자로드', '애니타임로릭', '해브오프듀티', '카우츠', '바스틱', '브로치/배지', '목걸이/펜던트', '보스턴/드럼/더플백', '코튼 팬츠', '키친', '레더/라이더스 재킷', '셔츠/블라우스', '패션스니커즈화', '니트/스웨터']",https://image.msscdn.net/images/style/list/l_3_2022101315102500000048267.jpg,fashion_dataset/casual/casual_Men_265.jpg
443,443,Men-cas266,Men,멋스러운 레이어드,casual,"['청청패션', '레이어드룩', '레더', '워싱', '와이드핏', '가을', '캐주얼', '런디에스', '시도', '비슬로우', '애니타임로릭', '백엔포스', '그리너리 크리드', '커스텀에이드', '키링/키케이스', '레더/라이더스 재킷', '메신저/크로스 백', '후드 티셔츠', '데님 팬츠', '셔츠/블라우스', '부츠']",https://image.msscdn.net/images/style/list/l_3_2022101315015900000083132.jpg,fashion_dataset/casual/casual_Men_266.jpg
444,444,Men-cas267,Men,초겨울 스타일링,casual,"['그래픽', '레이어드룩', '가을', '캐주얼', '무신사 스탠다드', '글로리아덴', '반', '최자로드', '노드 아카이브', '위캔더스', '언다이드룸', '숏패딩/숏헤비 아우터', '버킷/사파리햇', '양말', '목걸이/펜던트', '토트백', '반소매 티셔츠', '니트/스웨터', '데님 팬츠', '캔버스/단화']",https://image.msscdn.net/images/style/list/l_3_2022101219565900000031586.jpg,fashion_dataset/casual/casual_Men_267.jpg
445,445,Men-cas268,Men,화사한 컬러 조합,casual,"['레이어드룩', '스트라이프', '화사한', '컬러포인트', '키높이', '코듀로이', '가을', '캐주얼', '쿠나썬', '골스튜디오', '플랙', '뉴발란스', '고스트릿', '지제뮤지엄', '목걸이/펜던트', '캡/야구 모자', '니트/스웨터', '코튼 팬츠', '기타 스니커즈', '기타 아우터', '셔츠/블라우스']",https://image.msscdn.net/images/style/list/l_3_2022101219551200000035159.jpg,fashion_dataset/casual/casual_Men_268.jpg
446,446,Men-cas269,Men,꾸안꾸 데일리 룩,casual,"['코듀로이', '핀턱', '와이드핏', '꾸안꾸', '레터링', '컬러블록', '가을', '캐주얼', '무신사 스탠다드', '엘리오티', '최자로드', '플림스', '곤니치와봉쥬르', '벗딥', '숏패딩/숏헤비 아우터', '버킷/사파리햇', '양말', '캡/야구 모자', '맨투맨/스웨트셔츠', '캔버스/단화', '코튼 팬츠', '메신저/크로스 백']",https://image.msscdn.net/images/style/list/l_3_2022101219405500000036312.jpg,fashion_dataset/casual/casual_Men_269.jpg
447,447,Men-cas270,Men,매일 입고 싶어,casual,"['워싱', '컬러블록', '체크', '와이드핏', '크롭', '캠퍼스', '꾸안꾸', '가을', '캐주얼', '무신사 스탠다드', '써드위브', '세크메트', '파브레가', '에잇세컨즈', '플림스', '아워웨이브', '반소매 티셔츠', '긴소매 티셔츠', '메신저/크로스 백', '목걸이/펜던트', '데님 팬츠', '카디건', '패션스니커즈화', '블루종/MA-1']",https://image.msscdn.net/images/style/list/l_3_2022101219325500000059713.jpg,fashion_dataset/casual/casual_Men_270.jpg
448,448,Men-cas271,Men,꾸민 듯 안 꾸민 듯,casual,"['셋업코디', '심볼', '레더', '꾸안꾸', '스티치', '컬러블록', '가을', '캐주얼', '플레이스 스튜디오', '쿠나썬', '필루미네이트', '이피티', '슬로우애시드', '레더/라이더스 재킷', '반지', '후드 티셔츠', '트레이닝/조거 팬츠', '캔버스/단화', '캡/야구 모자']",https://image.msscdn.net/images/style/list/l_3_2022100717125800000071605.jpg,fashion_dataset/casual/casual_Men_271.jpg
449,449,Men-cas272,Men,가벼운 청청 코디,casual,"['청청패션', '컬러포인트', '핀턱', '캠퍼스', '가을', '캐주얼', '미니포커스', '디아도라', '프리즘웍스', '로드 존 그레이', '팔레트온', '디더블유에스 컴퍼니', '고스트릿', '쿼츠 아날로그', '패션스니커즈화', '셔츠/블라우스', '스타디움 재킷', '안경', '메신저/크로스 백', '데님 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022100717111200000043272.jpg,fashion_dataset/casual/casual_Men_272.jpg
450,450,Men-cas273,Men,키치한 무드,casual,"['모노톤', '스티치', '캠퍼스', '컬러포인트', '심볼', '카고', '워싱', '오버핏', '가을', '캐주얼', '반스', '오엑스 스튜디오', '로맨틱크라운', '필루미네이트', '코닥', '패슬', '스쿠도', '캔버스/단화', '셔츠/블라우스', '데님 팬츠', '반소매 티셔츠', '메신저/크로스 백', '스타디움 재킷', '목걸이/펜던트']",https://image.msscdn.net/images/style/list/l_3_2022100717010400000063668.jpg,fashion_dataset/casual/casual_Men_273.jpg
451,451,Men-cas274,Men,오버 핏이 좋아,casual,"['레이어드룩', '파스텔', '벌룬핏', '꾸안꾸', '플라워', '절개', '스티치', '컬러블록', '가을', '캐주얼', '필루미네이트', '코닥', '쿠어', '이피티', '오파츠', '레드맨션', '맨투맨/스웨트셔츠', '메신저/크로스 백', '셔츠/블라우스', '캔버스/단화', '코튼 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022100716503300000041884.jpg,fashion_dataset/casual/casual_Men_274.jpg
452,452,Men-cas275,Men,캠핑 코디!,casual,"['그래픽', '체크', '레이어드룩', '링거티', '편안한', '캠퍼스', '가을', '캐주얼', '반스', '카비시', '뉴발란스', '프리즘웍스', '이벳필드', '크루치', '플라스틱프로덕트', '캔버스/단화', '트레이닝/조거 팬츠', '백팩', '사파리/헌팅 재킷', '비니', '긴소매 티셔츠']",https://image.msscdn.net/images/style/list/l_3_2022100716120600000068812.jpg,fashion_dataset/casual/casual_Men_275.jpg
453,453,Men-cas276,Men,꾸안꾸 스타일,casual,"['워싱', '절개', '스티치', '와이드핏', '키높이', '꾸안꾸', '레터링', '가을', '캐주얼', '무신사 스탠다드', '엠엘비', '1993스튜디오', '프리즘웍스', '가터갤러리', '꼼파뇨', '어넌', '반소매 티셔츠', '긴소매 티셔츠', '기타 스니커즈', '기타 상의', '사파리/헌팅 재킷', '캡/야구 모자', '데님 팬츠', '백팩']",https://image.msscdn.net/images/style/list/l_3_2022100716004400000073126.jpg,fashion_dataset/casual/casual_Men_276.jpg
454,454,Men-cas277,Men,깔끔한 조합,casual,"['오버핏', '와이드핏', '스티치', '로고플레이', '캠퍼스', '가을', '캐주얼', '르마드', '엠엘비', '골스튜디오', '플라스틱프로덕트', '비헤비어', '니트/스웨터', '백팩', '캔버스/단화', '코튼 팬츠', '스타디움 재킷']",https://image.msscdn.net/images/style/list/l_3_2022100715564900000090881.jpg,fashion_dataset/casual/casual_Men_277.jpg
455,455,Men-cas278,Men,가을 데일리 룩,casual,"['컬러블록', '그래픽', '뉴트럴톤', '스티치', '로고플레이', '와이드핏', '가을', '캐주얼', '엠엘비', '낫포너드', '프리즘웍스', '애니타임로릭', '골스튜디오', '메신저/크로스 백', '맨투맨/스웨트셔츠', '스타디움 재킷', '코튼 팬츠', '캔버스/단화']",https://image.msscdn.net/images/style/list/l_3_2022100715551600000031186.jpg,fashion_dataset/casual/casual_Men_278.jpg
456,456,Men-cas279,Men,그러데이션 포인트,casual,"['그라데이션', '카고', '환절기', '웨스턴', '뉴트럴톤', '가을', '캐주얼', '패슬', '피델리티', '올투스 바스터즈', '플림스', '시디스콤마', '플라스틱프로덕트', '벗딥', '비니', '벨트', '코튼 팬츠', '패션스니커즈화', '니트/스웨터', '기타 아우터', '메신저/크로스 백']",https://image.msscdn.net/images/style/list/l_3_2022100715514800000002440.jpg,fashion_dataset/casual/casual_Men_279.jpg
457,457,Men-cas280,Men,세련된 룩,casual,"['퀼팅', '레이어드룩', '핀턱', '가을', '캐주얼', '언더컨트롤', '굿라이프웍스', '247시리즈', '고스트릿', '비에스큐티바이클래시', '벗딥', '오드닷', '비니', '코튼 팬츠', '카디건', '패딩 베스트', '구두', '모카신/보트 슈즈', '메신저/크로스 백', '니트/스웨터']",https://image.msscdn.net/images/style/list/l_3_2022100418524900000047662.jpg,fashion_dataset/casual/casual_Men_280.jpg
458,458,Men-cas281,Men,꾸안꾸 룩,casual,"['루즈핏', '꾸안꾸', '카고', '키높이', '가을', '캐주얼', '굿라이프웍스', '두마로', '라퍼지스토어', '엠엘비', '인터섹션', '코튼 팬츠', '캡/야구 모자']",https://image.msscdn.net/images/style/list/l_3_2022100418500700000080835.jpg,fashion_dataset/casual/casual_Men_281.jpg
459,459,Men-cas282,Men,편하게 스타일링,casual,"['스트라이프', '퀼팅', '오버핏', '컬러블록', '가을', '캐주얼', '반스', '클래티지', '르마드', '닥스 남성 액세서리', '올투스 바스터즈', '카고브로스', '반소매 티셔츠', '긴소매 티셔츠', '구두', '니트/스웨터', '메신저/크로스 백', '숏패딩/숏헤비 아우터', '코튼 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022100418473600000058852.jpg,fashion_dataset/casual/casual_Men_282.jpg
460,460,Men-cas283,Men,오버 핏으로 완성,casual,"['스티치', '레터링', '벌룬핏', '가을', '캐주얼', '반스', '예스아이씨', '브아빗', '오파츠', '코닥', '레드맨션', '캔버스/단화', '트러커 재킷', '베스트', '셔츠/블라우스', '메신저/크로스 백', '코튼 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022100418471000000001720.jpg,fashion_dataset/casual/casual_Men_283.jpg
461,461,Men-cas284,Men,따뜻하게 멋 내기,casual,"['체크', '레이어드룩', '모노톤', '가을', '캐주얼', '슬리피슬립', '쿠어', '반스', '토피', '제너', '테네르', '트루퍼', '겨울 싱글 코트', '캔버스/단화', '후드 집업', '트레이닝/조거 팬츠', '토트백', '셔츠/블라우스']",https://image.msscdn.net/images/style/list/l_3_2022100418464800000048259.jpg,fashion_dataset/casual/casual_Men_284.jpg
462,462,Men-cas285,Men,더플코트 코디,casual,"['레터링', '심볼', '캠퍼스', '영캐주얼', '가을', '캐주얼', '볼츠', '메인부스', '매너그램', '캐치볼', '슬로우애시드', '이티씨이', '브리프케이스', '겨울 기타 코트', '코튼 팬츠', '캔버스/단화', '후드 티셔츠', '캡/야구 모자']",https://image.msscdn.net/images/style/list/l_3_2022100418461600000086509.jpg,fashion_dataset/casual/casual_Men_285.jpg
463,463,Men-cas286,Men,핑크 포인트,casual,"['컬러포인트', '루즈핏', '가을', '캐주얼', '벤 데이비스', '엘리오티', '클래티지', '하프크라이즈 레이아웃', '레드맨션', '오드닷', '숄더백', '버킷/사파리햇', '구두', '모카신/보트 슈즈', '니트/스웨터', '코튼 팬츠', '겨울 싱글 코트']",https://image.msscdn.net/images/style/list/l_3_2022100418455600000010935.jpg,fashion_dataset/casual/casual_Men_286.jpg
464,464,Men-cas287,Men,팬츠 포인트,casual,"['컬러포인트', '오버핏', '로고플레이', '가을', '캐주얼', '아식스', '트래블', '헌터', '백엔포스', '패슬', '패션스니커즈화', '트레이닝/조거 팬츠', '토트백', '후드 티셔츠', '스타디움 재킷']",https://image.msscdn.net/images/style/list/l_3_2022100418452200000018853.jpg,fashion_dataset/casual/casual_Men_287.jpg
465,465,Men-cas288,Men,데일리하게,casual,"['체크', '와이드핏', '핀턱', '환절기', '캠퍼스', '가을', '캐주얼', '미니포커스', '세인트페인', '이피티', '라퍼지스토어', '키뮤어', '디스이즈네버댓', '올투스 바스터즈', '쿼츠 아날로그', '셔츠/블라우스', '기타 스니커즈', '니트/스웨터', '백팩']",https://image.msscdn.net/images/style/list/l_3_2022100415044600000066941.jpg,fashion_dataset/casual/casual_Men_288.jpg
466,466,Men-cas289,Men,화사한 포인트,casual,"['컬러포인트', '파스텔', '절개', '빈티지', '워싱', '환절기', '화사한', '가을', '캐주얼', '비에프엘', '디아도라', '인터섹션', '그레고리', '코너그린', '넥스트도어립스', '디지털', '캔버스/단화', '니트/스웨터', '백팩', '기타 아우터', '레인코트', '데님 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022100415004400000009559.jpg,fashion_dataset/casual/casual_Men_289.jpg
467,467,Men-cas290,Men,환절기 캠퍼스 룩,casual,"['와이드핏', '워싱', '대미지', '컬러블록', '로고플레이', '스트라이프', '자수', '캠퍼스', '가을', '캐주얼', '글로리아덴', '와릿이즌', '뉴발란스', '에노우', '프레리', '필로그램', '아디다스', '슬로우애시드', '목걸이/펜던트', '백팩', '후드 집업', '니트/스웨터', '데님 팬츠', '패션스니커즈화', '캡/야구 모자']",https://image.msscdn.net/images/style/list/l_3_2022092916554000000098934.jpg,fashion_dataset/casual/casual_Men_290.jpg
468,468,Men-cas291,Men,원 마일 웨어,casual,"['스트라이프', '컬러포인트', '컬러블록', '키높이', '자수', '그래픽', '원마일웨어', '가을', '캐주얼', '어넌', '아디다스', '엠엘비', '이티씨이', '맥우드건', '목걸이/펜던트', '트레이닝/조거 팬츠', '맨투맨/스웨트셔츠', '캡/야구 모자', '스타디움 재킷']",https://image.msscdn.net/images/style/list/l_3_2022092916393000000010881.jpg,fashion_dataset/casual/casual_Men_291.jpg
469,469,Men-cas292,Men,레드 포인트!,casual,"['컬러포인트', '레터링', '카고', '가을', '캐주얼', '어넌', '볼컴', '라퍼지스토어', '인템포무드', '살로몬 스포츠스타일', '이티씨이', '목걸이/펜던트', '백팩', '니트/스웨터', '기타 스니커즈', '트러커 재킷', '브로치/배지']",https://image.msscdn.net/images/style/list/l_3_2022092915521600000028839.jpg,fashion_dataset/casual/casual_Men_292.jpg
470,470,Men-cas293,Men,힙한 비 코디,casual,"['레이어드룩', '그래픽', '카고', '비', '와이드핏', '가을', '캐주얼', '헌터', '무신사 스탠다드', '세븐셀라', '코너그린', '에스피오나지', '마하그리드', '이티씨이', '부츠', '우산', '숏 팬츠', '나일론/코치 재킷', '긴소매 티셔츠', '캡/야구 모자']",https://image.msscdn.net/images/style/list/l_3_2022092716113300000058185.jpg,fashion_dataset/casual/casual_Men_293.jpg
471,471,Men-cas294,Men,소년미 가득,casual,"['믹스매치', '와이드핏', '가을', '캐주얼', '무신사 스탠다드', '매너그램', '와이케이', '이에스엔', '퀄팩', '이피티', '반소매 티셔츠', '셔츠/블라우스', '넥타이', '슈트 팬츠/슬랙스', '메신저/크로스 백', '캔버스/단화']",https://image.msscdn.net/images/style/list/l_3_2022092716052700000008494.jpg,fashion_dataset/casual/casual_Men_294.jpg
472,472,Men-cas295,Men,트렌디한 레이어드,casual,"['스티치', '체크', '레이어드룩', '와이드핏', '가을', '캐주얼', '넌블랭크', '라퍼', '다이아몬드 레이라', '디아도라', '인템포무드', '셔츠/블라우스', '트러커 재킷', '맨투맨/스웨트셔츠', '캔버스/단화', '데님 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022092716001300000085162.jpg,fashion_dataset/casual/casual_Men_295.jpg
473,473,Men-cas296,Men,비가 와도 멋지게!,casual,"['카고', '비', '와펜', '가을', '캐주얼', '와이케이', '파라체이스', '헌터', '코너그린', '네이머클로딩', '기타 바지', '우산', '부츠', '기타 아우터', '레인코트', '맨투맨/스웨트셔츠']",https://image.msscdn.net/images/style/list/l_3_2022092709422600000013673.jpg,fashion_dataset/casual/casual_Men_296.jpg
474,474,Men-cas297,Men,돋보이는 컬러,casual,"['환절기', '뉴트럴톤', '컬러포인트', '가을', '캐주얼', '멜란지 마스터', '캐치볼', '뮐', '어라운드투비', '파나컬트', '후드 집업', '기타 시계', '비니', '캔버스/단화', '코튼 팬츠', '메신저/크로스 백', '맨투맨/스웨트셔츠']",https://image.msscdn.net/images/style/list/l_3_2022092709405500000065637.jpg,fashion_dataset/casual/casual_Men_297.jpg
475,475,Men-cas298,Men,원 마일 웨어 룩,casual,"['편안한', '모노톤', '컬러블록', '플렉스', '환절기', '가을', '캐주얼', '다이아몬드 레이라', '멜란지 마스터', '라이프 아카이브', '피스오브마인드', '헌터', '긴소매 티셔츠', '후드 집업', '기타 시계', '비니', '버킷/사파리햇', '트레이닝/조거 팬츠', '메신저/크로스 백']",https://image.msscdn.net/images/style/list/l_3_2022092709354400000035144.jpg,fashion_dataset/casual/casual_Men_298.jpg
476,476,Men-cas299,Men,편한데 힙해,casual,"['환절기', '카고', '플렉스', '모노톤', '가을', '캐주얼', '그레고리', '멜란지 마스터', '카비시', '맥우드건', '메신저/크로스 백', '후드 집업', '기타 시계', '비니', '후드 티셔츠', '트레이닝/조거 팬츠']",https://image.msscdn.net/images/style/list/l_3_2022092709315700000026181.jpg,fashion_dataset/casual/casual_Men_299.jpg
477,477,Men-cas300,Men,색다른 조합,casual,"['레이어드룩', '스티치', '오버핏', '환절기', '가을', '캐주얼', '무신사 스탠다드', '멜란지 마스터', '제로', '크림소다랩', '엔에프엘', '오와이', '반소매 티셔츠', '셔츠/블라우스', '후드 집업', '기타 시계', '비니', '베스트', '데님 팬츠', '기타 스니커즈', '메신저/크로스 백']",https://image.msscdn.net/images/style/list/l_3_2022092709233400000034390.jpg,fashion_dataset/casual/casual_Men_300.jpg
478,478,Men-dan001,Men,블루 포인트,dandy,"['댄디', '봄', '글로리아덴', '긴소매 티셔츠', '데님 팬츠', '메신저/크로스 백', '반지', '부츠', '스튜디오 칸틴', '앤드로스', '엘무드', '코드그라피', '킨치', '환절기 코트', '컬러포인트', '레더', '워싱', '유니크']",https://image.msscdn.net/images/style/list/l_3_2023021515275900000064187.jpg,fashion_dataset/dandy/dandy_Men_001.jpg
479,479,Men-dan002,Men,간결한 실루엣,dandy,"['댄디', '봄', '겨울 싱글 코트', '구두', '논픽', '니트/스웨터', '메신저/크로스 백', '슈트 팬츠/슬랙스', '안경', '야세', '어나더 오피스', '챈세스노이', '코드그라피', '효지노리코', '오버핏', '미니멀', '데이트']",https://image.msscdn.net/images/style/list/l_3_2023021515234800000037058.jpg,fashion_dataset/dandy/dandy_Men_002.jpg
480,480,Men-dan003,Men,레더 활용법,dandy,"['댄디', '봄', '구두', '니트/스웨터', '닥스 남성 액세서리', '디아뎀', '레더/라이더스 재킷', '레인디어', '메신저/크로스 백', '슈트 팬츠/슬랙스', '야세', '쟈니웨스트', '팔찌', '효지노리코', '레더', '모노톤', '로고플레이']",https://image.msscdn.net/images/style/list/l_3_2023021515142800000006247.jpg,fashion_dataset/dandy/dandy_Men_003.jpg
481,481,Men-dan004,Men,누구나 좋아해,dandy,"['댄디', '봄', '더블유엠씨', '마즈', '메신저/크로스 백', '반지', '셔츠/블라우스', '슈트/블레이저 재킷', '우알롱', '일꼬르소', '커버낫', '코튼 팬츠', '클라시코', '팔찌', '패션스니커즈화', '와이드핏', '핀턱', '데이트']",https://image.msscdn.net/images/style/list/l_3_2023021515100600000038203.jpg,fashion_dataset/dandy/dandy_Men_004.jpg
482,482,Men-dan005,Men,레이어드 매치,dandy,"['댄디', '봄', '논픽', '데님 팬츠', '로스트가든', '메신저/크로스 백', '모드나인', '반소매 티셔츠', '부츠', '브렌슨', '슈트/블레이저 재킷', '안경', '안경 소품', '일꼬르소', '카디건', '코드그라피', '효지노리코', '레이어드룩', '앙고라', '데이트']",https://image.msscdn.net/images/style/list/l_3_2023021515055300000023419.jpg,fashion_dataset/dandy/dandy_Men_005.jpg
483,483,Men-dan006,Men,깔끔 담백,dandy,"['댄디', '봄', '니트/스웨터', '라그랑지', '레인디어', '메신저/크로스 백', '슈페너', '에이제로', '챈세스노이', '카디건', '캔버스/단화', '코튼 팬츠', '팔찌', '모노톤', '절개', '와이드핏', '코듀로이']",https://image.msscdn.net/images/style/list/l_3_2023021515034400000067048.jpg,fashion_dataset/dandy/dandy_Men_006.jpg
484,484,Men-dan007,Men,주말 데이트 룩,dandy,"['겨울', '댄디', '구두', '니트/스웨터', '레더/라이더스 재킷', '목걸이/펜던트', '셔터', '슈트 팬츠/슬랙스', '앤드로스', '야세', '쿠나썬', '퀄팩', '토트백', '효지노리코', '뉴트럴톤', '톤온톤', '체크', '데이트']",https://image.msscdn.net/images/style/list/l_3_2023020915332900000037066.jpg,fashion_dataset/dandy/dandy_Men_007.jpg
485,485,Men-dan008,Men,따라 입고 싶은,dandy,"['댄디', '봄', '2113 스튜디오', '긴소매 티셔츠', '데님 팬츠', '로맨틱무브', '마뗑킴', '마이딥블루메모리즈', '반지', '벨트', '부츠', '셔츠/블라우스', '캉골', '트러커 재킷', '포콤마', '플랙', '청청패션', '대미지', '워싱', '웨스턴', '스웨이드', '레이어드룩']",https://image.msscdn.net/images/style/list/l_3_2023020915313600000054187.jpg,fashion_dataset/dandy/dandy_Men_008.jpg
486,486,Men-dan009,Men,모노톤 스타일링,dandy,"['겨울', '댄디', '구두', '데님 팬츠', '디아뎀', '라그랑지', '로퍼', '메신저/크로스 백', '목걸이/펜던트', '반', '셔츠/블라우스', '슈트/블레이저 재킷', '엘무드', '쿠나썬', '클라시코', '모노톤', '와이드핏', '대미지', '절개', '스티치', '유니크']",https://image.msscdn.net/images/style/list/l_3_2023020915292500000043475.jpg,fashion_dataset/dandy/dandy_Men_009.jpg
487,487,Men-dan010,Men,하객 룩 추천!,dandy,"['댄디', '봄', '겨울 싱글 코트', '구두', '넥타이', '베이직코튼', '셔츠/블라우스', '손신발', '슈트 팬츠/슬랙스', '애드호크', '어반드레스', '엘무드', '미니멀', '하객룩', '컬러포인트', '세미부츠컷슬랙스', '로고플레이']",https://image.msscdn.net/images/style/list/l_3_2023020915270400000091221.jpg,fashion_dataset/dandy/dandy_Men_010.jpg
488,488,Men-dan011,Men,톤온톤 조합,dandy,"['겨울', '댄디', '구두', '긴소매 티셔츠', '로스트가든', '루킹포유', '리우 옴므', '마뗑킴', '숄더백', '슈트/블레이저 재킷', '안경', '코튼 팬츠', '뉴트럴톤', '코듀로이', '카고', '패딩백', '데이트', '톤온톤']",https://image.msscdn.net/images/style/list/l_3_2023020915250500000014529.jpg,fashion_dataset/dandy/dandy_Men_011.jpg
489,489,Men-dan012,Men,워너비 스타일,dandy,"['겨울', '댄디', '구두', '논픽', '니트/스웨터', '사파리/헌팅 재킷', '슈트 팬츠/슬랙스', '아퐁', '안경', '애드호크', '야세', '올투스 바스터즈', '왁스자켓', '클래식']",https://image.msscdn.net/images/style/list/l_3_2023020915233200000002830.jpg,fashion_dataset/dandy/dandy_Men_012.jpg
490,490,Men-dan013,Men,뉴트럴 색감,dandy,"['겨울', '댄디', '니트/스웨터', '레노마 시계', '레더/라이더스 재킷', '메신저/크로스 백', '반', '부츠', '애드호크', '앤드로스', '쟈니웨스트', '코튼 팬츠', '쿼츠 아날로그', '킨치', '뉴트럴톤', '코듀로이', '데이트', '가죽배색']",https://image.msscdn.net/images/style/list/l_3_2023020915170800000028143.jpg,fashion_dataset/dandy/dandy_Men_013.jpg
491,491,Men-dan014,Men,피코트 연출법,dandy,"['겨울', '댄디', '겨울 기타 코트', '귀걸이', '니트/스웨터', '데님 팬츠', '로맨틱무브', '반', '부츠', '엘무드', '챈세스노이', '쿠나썬', '토트백', '플랙', '피코트', '슬림핏', '오버핏', '컬러포인트']",https://image.msscdn.net/images/style/list/l_3_2023020915011700000032146.jpg,fashion_dataset/dandy/dandy_Men_014.jpg
492,492,Men-dan015,Men,환절기 데이트 룩,dandy,"['댄디', '봄', '니트/스웨터', '더블유엠씨', '데꼬로소', '데님 팬츠', '마뗑킴', '반지', '숄더백', '아디다스', '패션스니커즈화', '포콤마', '플랙', '환절기 코트', '화사한', '뉴트럴톤', '데이트', '컬러포인트', '환절기', '톤온톤']",https://image.msscdn.net/images/style/list/l_3_2023020914550200000012218.jpg,fashion_dataset/dandy/dandy_Men_015.jpg
493,493,Men-dan016,Men,담백하게,dandy,"['댄디', '봄', '가든익스프레스', '논픽', '메신저/크로스 백', '셔츠/블라우스', '솔리버티', '안경', '엑스트라오디너리', '인템포무드', '카고브로스', '카디건', '캔버스/단화', '코튼 팬츠', '뉴트럴톤', '데이트', '스트라이프', '카고', '미니멀', '환절기']",https://image.msscdn.net/images/style/list/l_3_2023020914522300000056904.jpg,fashion_dataset/dandy/dandy_Men_016.jpg
494,494,Men-dan017,Men,레더 활용법,dandy,"['겨울', '댄디', '구두', '니트/스웨터', '디어라이프', '레더/라이더스 재킷', '레인디어', '로퍼', '메신저/크로스 백', '목걸이/펜던트', '블루멀', '셔터', '슈트 팬츠/슬랙스', '코드그라피', '포스트맨', '레터링', '와이드핏', '데이트', '헤링본슬랙스']",https://image.msscdn.net/images/style/list/l_3_2023020914505600000080358.jpg,fashion_dataset/dandy/dandy_Men_017.jpg
495,495,Men-dan018,Men,레더 마니아,dandy,"['댄디', '봄', '레더', ' 싱글코트', '레이어드룩', '절개', '유니크', '올블랙', '데이빗스톤', '디아뎀', '레더/라이더스 재킷', '베스트', '부츠', '선글라스', '셔츠/블라우스', '앤드로스', '와이케이', '웨이스트 백', '인비저블', '질스튜어트 맨 액세서리', '코튼 팬츠', '투큐브']",https://image.msscdn.net/images/style/list/l_3_2023020711092300000088073.jpg,fashion_dataset/dandy/dandy_Men_018.jpg
